ref,manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin,cocoa_percent,number_of_ingredients,ingredients,rating,characteristics,Characteristics 2,Characteristics 3,,
2048,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"El Castillero, batch ca1705, 3 turns",0.7,3," B,S,C",3.75,large grits, sweet, dried fruit,,
773,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",0.72,3," B,S,C",3.75,intense,red berry,strawberry,,
1996,Zotter,Austria,2017,Colombia,"APROCAFA, Acandi",0.75,3," B,S,C",3.75,strong nutty, marshmallow,,,
1792,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",0.7,3," B,S,C",3.75,powdery, cherry, astringent,,
1792,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",0.7,3," B,S,C",3.75,floral, sandy,,,
1864,"Smooth Chocolator, The",Australia,2016,Australia,Australia,0.67,3," B,S,C",3.75,delicate, smooth, dairy,,
1756,"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",0.7,3," B,S,C",3.75,apple, mild cherry,,,
1740,"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",0.7,3," B,S,C",3.75,creamy, fruit, cocoa,,
1666,"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",0.7,3," B,S,C",3.75,mild cacao and fruit notes,,,,
1622,"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,0.7,3," B,S,C",3.75,cigar, tobacco, grass, spice,
1622,"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,0.67,3," B,S,C",3.75,bold cherry, rich cooa,,,
2170,Metiisto,Australia,2018,Solomon Islands,Tenaru,0.67,3," B,S,C",3.75,dried fruit, mild hammy,,,
1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",0.7,3," B,S,C",3.75,nutty, fruity, spicy,,
1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",0.7,2," B,S",3.75,spicy and fragrant,,,,
1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",0.7,2," B,S",3.75,fruity, nutty, brownie,,
2554,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall, batch 20240",0.75,2," B,S",3.75,sl. bitter, black licorice, dried fig,,
2434,Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",0.72,2," B,S",3.75,sticky, dried fruit, toast, cocoa,
2258,Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",0.8,2," B,S",3.75,cocoa, tea, malt,,
1972,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",0.75,2," B,S",3.75,sticky, roasty nibs, grapes,,
1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,0.7,2," B,S",3.75,blackberry, raisns,,,
1634,Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",0.7,2," B,S",3.75,sticky, rich, cherry,,
1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",0.7,2," B,S",3.75,cherry, rich choco,,,
1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",0.7,2," B,S",3.75,cherry, rich choco,,,
915,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",0.7,2," B,S",3.75,spicy, fudgey,,,
2656,Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",0.7,2," B,S",3.75,sticky, cocoa, honey,,
2638,Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",0.75,2," B,S",3.75,hint of lemon, classic brownie,,,
2534,Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",0.7,2," B,S",3.75,fruity, honey, cocoa, roasty,
2514,Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",0.75,2," B,S",3.75,mild lemon, cocoa, crisp nibs,,
647,Chocola'te,U.S.A.,2011,Venezuela,Venezuela,0.68,2," B,S",3.75,mild, earthy, grassy,,
647,Chocola'te,U.S.A.,2011,Madagascar,Madagascar,0.7,2," B,S",3.75,mild, fruity then nutty,,,
991,Cacao Prieto,U.S.A.,2012,Dominican Republic,"Criollo, Dominican Republic",0.72,2," B,S",3.75,oily, cherry, rich cocoa,,
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,Dominican Republic,0.66,2," B,S",3.75,creamy,blueberry,black pepper,,
1470,Acalli,U.S.A.,2015,Peru,"Tumbes, Norandino",0.7,2," B,S",3.75,intense, nutty, cherry, cocoa,
1462,Acalli,U.S.A.,2015,Peru,"Chulucanas, El Platanal, batch 001",0.7,2," B,S",3.75,yellow fruit,,,,
502,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",0.7,2," B,S",3.75,robust, cocoa, fruity,,
233,Bittersweet Origins,U.S.A.,2008,Dominican Republic,Puerto Plata,0.68,2," B,S",3.75,nutty, astringent,,,
2622,White Label aka Mutari,U.S.A.,2021,Honduras,"La Masica, 2015 harvest, b. LH74HORZConcheV2",0.74,2," B,S",3.75,brownie, nutty, roasty,,
2530,Triangle Roasters,U.S.A.,2020,Guatemala,Guatemala,0.7,2," B,S",3.75,bright fruit, heavy roast, smooth,,
1478,Terroir,U.S.A.,2015,Madagascar,Madagascar,0.7,2," B,S",3.75,bright fruit, mild sour,,,
1478,Terroir,U.S.A.,2015,Belize,Belize,0.7,2," B,S",3.75,nutty, raspberry, metallic,,
1323,Terroir,U.S.A.,2014,Uganda,"Uganda, batch 6-3-15",0.73,2," B,S",3.75,creamy, almond, butter,,
1323,Terroir,U.S.A.,2014,Madagascar,"Madagascar, batch 6-5-15",0.67,2," B,S",3.75,sweet, rich, tannic, fruity,
983,Bar Au Chocolat,U.S.A.,2012,Madagascar,Sambirano,0.7,2," B,S",3.75,raspberry, mild sour,,,
1748,Rogue,U.S.A.,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",0.75,2," B,S",3.75,robust, tart, roasty,,
1446,Rogue,U.S.A.,2015,Venezuela,"Caranero, Choc. Garage Exclusive",0.7,2," B,S",3.75,deep, rich, nutty, roasty,
1209,Rogue,U.S.A.,2014,Venezuela,Porcelana,0.8,2," B,S",3.75,red fruit, intense, earthy,,
1193,Rogue,U.S.A.,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",0.75,2," B,S",3.75,intense, dark berry, spice,,
979,Rogue,U.S.A.,2012,Ecuador,"Camino Verde P., Balao, Guayas",0.75,2," B,S",3.75,floral, bourbon, mocha,,
565,Rogue,U.S.A.,2010,Peru,Piura,0.75,2," B,S",3.75,smooth,intense,fruit, complex,
1860,Ritual,U.S.A.,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",0.75,2," B,S",3.75,floral, bourbon, balanced,,
1089,Ritual,U.S.A.,2013,Belize,"Toledo District, Maya, batch 001",0.75,2," B,S",3.75,thick, slow, pure,,
2622,Potomac,U.S.A.,2021,Peru,"Ucayali, batch 200105",0.7,2," B,S",3.75,anise, cocoa, dried fruit,,
2538,Potomac,U.S.A.,2021,Uganda,"Semuliki Forest, batch 20035",0.75,2," B,S",3.75,light cocoa, dairy,faint cinnamon,,
1820,Potomac,U.S.A.,2016,Dominican Republic,"Oko Caribe, Duarte Province, 2016 H.",0.7,2," B,S",3.75,dense, rich, nuanced,,
1387,Potomac,U.S.A.,2014,Venezuela,"Cuyagua, 2013",0.7,2," B,S",3.75,mildy nutty, cocoa, spice,,
607,Potomac,U.S.A.,2010,Costa Rica,"Upala, Batch 12",0.82,2," B,S",3.75,bright red fruit,smoke,powerful,,
661,Askinosie,U.S.A.,2011,Honduras,Cortes,0.7,2," B,S",3.75,grapes, woody, roasty,,
647,Askinosie,U.S.A.,2011,Tanzania,"Tenende, Uwate",0.72,2," B,S",3.75,creamy, woody, cocoa,,
331,Askinosie,U.S.A.,2009,Philippines,Davao,0.77,2," B,S",3.75,strawberries, mild tart, roasty,,
2566,Odyssey,U.S.A.,2021,Haiti,Pisa,0.7,2," B,S",3.75,blackberry, tang,,,
2498,Odyssey,U.S.A.,2020,Vietnam,Ben Tre,0.7,2," B,S",3.75,complex,cranberry,malt, vanilla,
2494,Odyssey,U.S.A.,2020,Bolivia,"Tranquilidad, Wild",0.7,2," B,S",3.75,silky smooth, cherry, cocoa,,
1470,Nuance,U.S.A.,2015,Dominican Republic,La Red,0.7,2," B,S",3.75,rich, mild smoke, red fruit,,
1454,Nuance,U.S.A.,2015,Ghana,"Ghana, 2013, batch 3581",0.7,2," B,S",3.75,rich, cherry, smoke, cocoa,
2760,Nostalgia,U.S.A.,2022,India,Anamalai,0.7,2," B,S",3.75,delicate, coffee, caramel,,
2542,Monsoon,U.S.A.,2021,Ecuador,"Esmeraldas, batch 9",0.75,2," B,S",3.75,intense, floral, cocoa,long lasting,
2450,Moka Origins,U.S.A.,2019,Tanzania,Kokoa Kamili,0.72,2," B,S",3.75,cocoa, fig, classic,,
1359,Mast Brothers,U.S.A.,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",0.75,2," B,S",3.75,tart, deep choco,,,
777,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",0.74,2," B,S",3.75,gritty, raspberry, sour,,
1928,Arete,U.S.A.,2016,Dominican Republic,Elvesia,0.7,2," B,S",3.75,dark berry, chocolatey,,,
1383,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",0.7,2," B,S",3.75,spicy, candied, complex,,
903,Lillie Belle,U.S.A.,2012,Peru,La Selva,0.68,2," B,S",3.75,rich cocoa, spicy edge,,,
1724,Arete,U.S.A.,2016,Tanzania,Kokoa Kamili,0.7,2," B,S",3.75,appealing smoke, woody,,,
1598,Arete,U.S.A.,2015,Belize,Maya Mountain,0.7,2," B,S",3.75,floral, strawberry, metallic,,
1534,Arete,U.S.A.,2015,Ecuador,"Puerto Quito, heirloom",0.7,2," B,S",3.75,spicy, cocoa,,,
2278,Fruition,U.S.A.,2019,Madagascar,"Sambirano, Akessons, batch 1",0.74,2," B,S",3.75,balanced, fruit, nut, roasty,
1780,Fruition,U.S.A.,2016,Bolivia,"Wild Bolivian, Batch 2",0.74,2," B,S",3.75,oily, tropical,,,
2000,Fresh Coast,U.S.A.,2017,Tanzania,"Kokoa Kamili, Kilombero District",0.7,2," B,S",3.75,creamy, simple, strong choco,,
1956,Pump Street Bakery,U.K.,2017,Jamaica,"Bachelor's Hall, batch 6911",0.75,2," B,S",3.75,sticky, mild, hay, honey,
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",0.72,2," B,S",3.75,light color, creamy, hazelnut,,
1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",0.67,2," B,S",3.75,gummy, sandy, complex,,
1582,Chocolate Tree,Scotland,2015,Venezuela,Carenero Superior,0.8,2," B,S",3.75,mild bitter, fruit, spice,,
1121,Chocolate Tree,Scotland,2013,Peru,Peru,0.7,2," B,S",3.75,intense orange, floral notes,,,
470,Claudio Corallo,Sao Tome & Principe,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",0.735,2," B,S",3.75,short,mild cocoa, mild fruit,,
1255,Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,0.7,2," B,S",3.75,nutty, intense, roasty,,
2326,Foundry,New Zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",0.7,2," B,S",3.75,fig, mild anise,,,
2322,Foundry,New Zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",0.7,2," B,S",3.75,floral, orange, cocoa,,
2044,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",0.7,2," B,S",3.75,intense, high acidity,,,
2622,Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",0.73,2," B,S",3.75,deep cocoa, fruit, melon,,
2214,Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",0.7,2," B,S",3.75,grape, thick, chewy,,
1672,Domori,Italy,2015,Venezuela,Ocumare 77,0.7,2," B,S",3.75,nutty, strawberry, creamy,,
1672,Domori,Italy,2015,Ecuador,Hacienda Victoria,0.7,2," B,S",3.75,floral, well developed, creamy,,
863,Domori,Italy,2012,Venezuela,Guasare,0.7,2," B,S",3.75,creamy, coffee, caramel,,
272,Domori,Italy,2008,Blend,Ilblend,0.7,2," B,S",3.75,sticky, olive,,,
192,Domori,Italy,2007,Indonesia,"Java, Javablond",0.7,2," B,S",3.75,creamy, smokey, tobacco,,
431,Holy Cacao,Israel,2009,Dominican Republic,Hispaniola w/ nibs,0.75,2," B,S",3.75,red berry, cocoa, mild coffee,,
987,Danta,Guatemala,2012,Madagascar,Sambirano,0.7,2," B,S",3.75,oily, toffee, hints of fruit,,
987,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,0.7,2," B,S",3.75,spicy,,,,
2386,Obolo,Chile,2019,Peru,"Pangoa, 2018, batch 1584 - E",0.7,2," B,S",3.75,intense grapes, sweet cocoa,,,
1638,Obolo,Chile,2015,Peru,"Pangoa, w/ nibs",0.7,2," B,S",3.75,creamy, roasty, mild grape,,
1996,Sirene,Canada,2017,Peru,Tingo Maria,0.73,2," B,S",3.75,caramel, anise, dried fruit,,
1860,Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",0.73,2," B,S",3.75,rich cocoa, spicy,,,
1574,Palette de Bine,Canada,2015,Vietnam,Lam Dong,0.72,2," B,S",3.75,cocoa, melon, dairy,,
1399,Palette de Bine,Canada,2014,Trinidad,Gran Couva,0.7,2," B,S",3.75,mellow, fruity, brownie,,
1239,Palette de Bine,Canada,2014,Madagascar,Sambirano,0.78,2," B,S",3.75,red fruit, intense, bright,,
1880,Mission,Brazil,2016,Brazil,"Fazenda Camboa, Bahia",0.75,2," B,S",3.75,sticky, blackberry, acidic,,
336,Scharffen Berger,U.S.A.,2009,Ghana,Asante,0.65,5," B,S,C,V,L",4,simple, delicate cocoa, long,,
891,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,0.7,5," B,S,C,V,L",4,creamy, woody, nutty,,
56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",0.68,5," B,S,C,V,L",4,complex, raspberry, cocoa,,
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,0.63,5," B,S,C,V,L",4,intense, nutty, cocoa,,
1510,Valrhona,France,2015,Peru,"Piura, Illanka, Quemazon",0.63,5," B,S,C,V,L",4,intense, dark berry, grapes,,
931,Valrhona,France,2012,Venezuela,"Otucan, Grand Cru",0.69,5," B,S,C,V,L",4,green,unripened fruit,banana,,
757,Valrhona,France,2011,Venezuela,"Porcelana, Pedegral",0.64,5," B,S,C,V,L",4,creamy, honey,peanut butter,,
129,Valrhona,France,2007,Madagascar,Manjari,0.64,5," B,S,C,V,L",4,creamy, blueberry, raspberry,,
141,Pierre Marcolini,Belgium,2007,Madagascar,"Sambirano, Ambanja, Madagascar",0.72,5," B,S,C,V,L",4,tangy, floral, spicy, cocoa,
111,Pierre Marcolini,Belgium,2007,Blend,"Cabosse, Venezuela, Java",0.7,5," B,S,C,V,L",4,rich cocoa, tart citrus,,,
81,Pierre Marcolini,Belgium,2006,Mexico,"Porcelana, Tabasco, Limited Ed.",0.72,5," B,S,C,V,L",4,mild tart, long and rich,,,
725,Amano,U.S.A.,2011,Papua New Guinea,Morobe,0.7,4," B,S,C,V",4,tart, lemon, smoke,,
470,Amano,U.S.A.,2010,Ecuador,Guayas,0.7,4," B,S,C,V",4,strong spice, intense pepper,,,
959,Scharffen Berger,U.S.A.,2012,Peru,San Juan de Cheni,0.78,4," B,S,C,L",4,banana, pear, spice, cheese,
2764,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, medium roast, Chi Bui collab",0.72,4," B,S,C,L",4,cocoa with hint of melon,,,,
1662,Duffy's,U.K.,2015,Guatemala,"Rio Dulce, Xoco",0.7,4," B,S,C,L",4,intense, spicy, butterscotch,,
523,Cacao Sampaka,Spain,2010,Papua New Guinea,Papua,0.71,4," B,S,C,L",4,creamy, mild spice, cocoa,,
346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",0.7,4," B,S,C,L",4,creamy, nutty, banana, rich,
336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",0.7,4," B,S,C,L",4,distinct lemon,,,,
1642,Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,0.7,4," B,S,C,L",4,cocoa and coconut,,,,
2648,A. Morin,France,2021,Mexico,La Joya,0.7,4," B,S,C,L",4,light color, fruit, yogurt,,
1319,A. Morin,France,2014,Peru,Pablino,0.7,4," B,S,C,L",4,delicate, hazelnut, brownie,,
162,Pralus,France,2007,Sao Tome,Claudio Corallo w/ nibs,0.75,4," B,S,C,L",4,large nibs, spicy, cocoa,,
1015,A. Morin,France,2013,Venezuela,Chuao,0.7,4," B,S,C,L",4,oily, nut, caramel, raspberry,
1848,Pacari,Ecuador,2016,Colombia,"Sierra Nevada, Tutu Iku",0.7,4," B,S,C,L",4,complex, balanced,,,
1415,Pacari,Ecuador,2014,Ecuador,Tangara,0.7,4," B,S,C,L",4,creamy, spicy, cocoa,,
863,Pacari,Ecuador,2012,Peru,Piura,0.7,4," B,S,C,L",4,light color,complex,molasses,,
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",0.6,4," B,S,C,L",4,creamy, sweet,cocoa,banana,
915,Fresco,U.S.A.,2012,Madagascar,"Sambirano Valley, #216, MR, LC",0.74,3," B,S,C",4,caramel, nuts, dried fruit,,
745,Fresco,U.S.A.,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",0.7,3," B,S,C",4,tart, roasted cocoa,,,
2040,Durci,U.S.A.,2018,Peru,Piura Blanco,0.7,3," B,S,C",4,smoth, dense, grape,,
1630,Durci,U.S.A.,2015,Ecuador,Corona Arriba,0.7,3," B,S,C",4,blackberry and cinnamon,,,,
2310,Christopher Elbow,U.S.A.,2019,Brazil,"Fazenda Camboa, 2017 harvest",0.7,3," B,S,C",4,creamy, dried fruit, nutty,,
2688,Castronovo,U.S.A.,2021,Venezuela,"Chuao, batch 1089",0.72,3," B,S,C",4,mild strawberry, cocoa, acidic,,
2554,Castronovo,U.S.A.,2021,Peru,"Valle de Los Rios, batch 990",0.7,3," B,S,C",4,complex, strawberry, floral,,
1724,Castronovo,U.S.A.,2016,Belize,"Maya Mtn, Batch 454, Heirloom",0.72,3," B,S,C",4,bright fruit, molasses, nutty,,
1355,Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,Chuao,0.7,3," B,S,C",4,intense, raisins, roasty,,
2096,Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",0.7,3," B,S,C",4,nuts, fruit,,,
2764,White Label aka Mutari,U.S.A.,2022,Ecuador,"Costa Esmeraldas, CEconche77121620121820",0.77,3," B,S,C",4,complex, hazelnut, dairy, fruit,
2326,Taste Artisan,U.S.A.,2019,Peru,Piura,0.75,3," B,S,C",4,fig,,,,
1034,Patric,U.S.A.,2013,Peru,"Piura, Choc. Garage Exclusive",0.67,3," B,S,C",4,creamy, cocoa, grapes,,
331,Patric,U.S.A.,2009,Madagascar,Madagascar,0.75,3," B,S,C",4,simple red berry, rich, long,,
196,Patric,U.S.A.,2007,Madagascar,Madagascar,0.7,3," B,S,C",4,mild tart, wine, red fruit, long,
1984,Letterpress,U.S.A.,2017,Peru,Ucayali,0.7,3," B,S,C",4,mild, licorice, coffee, cocoa,
1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",0.72,3," B,S,C",4,dark berry, honey, cream,,
2644,Fresco,U.S.A.,2021,Venezuela,"Chuao Village, BR-SC, batch 21-437",0.68,3," B,S,C",4,robust cocoa, dried cranberry,,,
1149,Fresco,U.S.A.,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",0.7,3," B,S,C",4,chocolate covered banana,,,,
1848,Willie's Cacao,U.K.,2016,Colombia,Los Llanos,0.7,3," B,S,C",4,rich cocoa, spicy, cinamon,,
729,Artisan du Chocolat,U.K.,2011,Haiti,Haiti,0.72,3," B,S,C",4,nuts, butterscotch, brownie,,
636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,0.72,3," B,S,C",4,creamy, nutty, cocoa,,
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",0.72,3," B,S,C",4,creamy, nutty, earthy,,
737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,0.72,3," B,S,C",4,peanut, coffee, cocoa, bread,
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",0.7,3," B,S,C",4,creamy, nutty, fruity,,
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",0.74,3," B,S,C",4,creamy, nutty, delicate fruit,,
1558,Ocelot,Scotland,2015,Peru,Piura,0.75,3," B,S,C",4,peanut butter, raspberry,,,
2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",0.75,3," B,S,C",4,creamy, rich, complex,,
2246,Bonnat,France,2018,Peru,Madre de Dios,0.75,3," B,S,C",4,oily, subtle, mild coffee,,
1339,Bonnat,France,2014,Brazil,Kaori,0.75,3," B,S,C",4,creamy, homey, nutty,,
629,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",0.75,3," B,S,C",4,fatty, spicy, gentle roast,,
629,Bonnat,France,2011,Haiti,Haiti,0.75,3," B,S,C",4,grassy, black pepper,,,
199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",0.75,3," B,S,C",4,creamy, strawberry, nutty,,
81,Bonnat,France,2006,Venezuela,Chuao,0.75,3," B,S,C",4,creamy, coconut, tang,,
48,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",0.75,3," B,S,C",4,creamy, fatty, floral,,
1019,A. Morin,France,2013,Peru,Chanchamayo Province,0.63,3," B,S,C",4,sweet, cocoa, tangerine,,
2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",0.7,3," B,S,C",4,banana,dairy, cocoa,,
2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,0.7,3," B,S,C",4,honey, deep cocoa,,,
2768,Soma,Canada,2022,Uganda,"Semuliki Forest, Bundibugyo, b. 13416SEM220426",0.7,3," B,S,C",4,creamy,choco strawberry,vanilla,,
2700,Soma,Canada,2021,Vietnam,"Ben Tre, batch BEN210924 8983",0.7,3," B,S,C",4,cinamon, nutmeg, hot cocoa,,
2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",0.7,3," B,S,C",4,nutty, cocoa,,,
2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",0.7,3," B,S,C",4,creamy, acidic, balanced,,
2016,Soma,Canada,2017,Colombia,Arauca,0.7,3," B,S,C",4,creamy, honey, marshmallow,,
1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",0.7,3," B,S,C",4,creamy, honey, blackberry,,
1594,Soma,Canada,2015,Venezuela,Porcelana,0.75,3," B,S,C",4,balanced, nuts, strawberry,,
1177,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",0.7,3," B,S,C",4,floral, berry, clove,,
1081,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep",0.67,3," B,S,C",4,roasted nuts, burnt brownie,,,
1077,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",0.7,3," B,S,C",4,delicate, nutty, cocoa, dairy,
1077,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",0.88,3," B,S,C",4,pronounced berry,mild smoke,,,
867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",0.7,3," B,S,C",4,creamy, complex, peanut,,
867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",0.7,3," B,S,C",4,creamy, raisin, lemon,,
676,Soma,Canada,2011,Peru,Peruvian,0.64,3," B,S,C",4,complex,spice,caramel,cocoa,
676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",0.7,3," B,S,C",4,strawberry, cocoa, nutty,,
2506,Qantu,Canada,2020,Peru,"Piura, Gran Blanco, lot 400",0.7,3," B,S,C",4,grapes and honey,,,,
1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,0.73,3," B,S,C",4,cinamon and nutmeg,,,,
757,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",0.72,3," B,S,C",4,smokey, raspberries, cocoa,,
1740,"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",0.7,3," B,S,C",4,ligt color, creamy, peanut,,
1622,"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,0.72,3," B,S,C",4,creamy, pistachio, floral,,
1177,Matale,Australia,2013,Papua New Guinea,"Kulili P., 2013",0.74,3," B,S,C",4,creamy, grassy, smoke, nut,
1177,Matale,Australia,2013,Madagascar,"Somia, 2013",0.68,3," B,S,C",4,sticky, red fruit,,,
927,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #220, MR, MC",0.69,2," B,S",4,tart, red berry, smoke,,
2656,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",0.72,2," B,S",4,dried fruit, fig, astringent, sticky,
2270,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",0.72,2," B,S",4,creamy, sticky, dried fruit,,
2016,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",0.72,2," B,S",4,well defined, creamy, cherry,,
2546,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",0.7,2," B,S",4,distinct choco and graham,,,,
2514,Chokola,U.S.A.,2020,Madagascar,"Bejofo, 2019 H., Batch 20",0.67,2," B,S",4,cherry, perfectly balanced roast,,,
741,Woodblock,U.S.A.,2011,Venezuela,Ocumare,0.7,2," B,S",4,nutty, tart, coffee,,
1295,Bar Au Chocolat,U.S.A.,2014,Peru,Maranon Canyon,0.7,2," B,S",4,creamy, rounded, orange,,
1081,Rogue,U.S.A.,2013,Bolivia,"Silvestre, Batch 7, 2013",0.75,2," B,S",4,smooth, banana, tart, roasty,
891,Ritual,U.S.A.,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",0.75,2," B,S",4,dark berry, tropical, nutty,,
2076,Potomac,U.S.A.,2018,Colombia,Tumaco,0.7,2," B,S",4,marshmallow, distinquished,,,
2254,Arete,U.S.A.,2018,Colombia,Tumaco,0.7,2," B,S",4,smooth, nutty, cocoa,,
2028,Arete,U.S.A.,2017,Haiti,Pisa,0.7,2," B,S",4,long lasting, cocoa,,,
2024,Arete,U.S.A.,2017,Bolivia,Beniano,0.7,2," B,S",4,creamy, bright fruit,,,
1924,Arete,U.S.A.,2016,Peru,Phantom,0.7,2," B,S",4,creamy, complex, balanced,,
1908,Arete,U.S.A.,2016,Costa Rica,"Coto Brus, Terciopelo",0.7,2," B,S",4,balanced, cherry, choco,,
